aid,view,danmaku,reply,favorite,coin,share
2995,393004,709,1456,2443,162,65
2994,8287,1803,131,291,32,11
2997,--,0,9,26,0,3
2998,17586,1445,274,244,6,5
2999,4179,458,23,17,2,5
3000,6186,72,98,54,3,3
3003,3628,26,24,6,1,4
3004,805,51,7,2,0,1
3012,4894,262,23,11,3,0
3013,3392,41,7,4,2,6
3016,3459,162,29,14,1,6
3019,22875,200,140,443,42,12
3018,2739,235,59,15,0,6
3021,1733,70,19,10,0,0
3022,37274,1310,49,77,118,12
3023,2411,11,4,2,10,4
3024,4413,29,9,83,5,4
3017,1184,56,55,3,0,5
3025,3471,61,32,135,9,6
3026,676,11,2,3,1,1
3027,--,28,52,22,4,5
3030,2357,244,38,22,2,5
3031,792,3,4,1,0,7
3033,2949,23,19,30,0,4
3034,4925,28,17,124,7,14
3035,830,16,7,2,3,3
3037,1942,85,6,5,0,7
3039,751,10,9,23,0,5
3041,1201,13,5,9,4,3
3042,--,78,20,67,267,12
3043,3785,335,23,2,0,7
3044,1006,4,3,4,1,5
3045,6842,139,66,460,45,27
3046,946,17,2,1,1,2
3047,7286,52,67,148,20,11
3048,5848,188,12,44,5,2
3049,14657,429,16,376,69,39
3050,8051,2,38,54,1,4
3051,25152,1020,11,354,5,5
3052,3244,95,13,98,7,6
3053,1703,14,14,47,2,3
3054,26307,459,45,368,50,21
3056,803,1,7,11,2,4
3059,5280,253,34,211,19,16
3057,17522,235,121,945,82,33
3062,858,12,7,16,2,6
3063,4002,232,16,55,3,7
3060,4721,72,14,5,2,10
3064,16213,380,100,538,60,21
3066,7091,140,115,499,83,36
3055,6043,55,20,62,5,9
3067,13020,210,130,870,106,48
3058,6228,134,43,194,11,18
3068,8945,17,8,59,288,3
3070,2591,594,27,2,0,8
3065,4751,151,20,47,0,2
3069,1594,106,12,22,2,3
3071,7220,53,7,34,202,6
3072,1629,3,5,13,13,4
3073,2473,22,4,9,0,4
3075,7564,345,49,138,3,10
3076,1704,52,13,84,12,16
3077,15115,198,67,525,33,46
3078,1133,13,11,2,2,2
3079,1822,41,11,15,0,4
3082,--,2,8,37,1,4
3083,32779,247,413,1646,457,182
3084,5726,9,4,8,50,2
3085,69811,2954,658,3718,861,87
3086,2566,113,22,78,6,10
3087,3832,99,31,61,2,2
3088,669,2,7,11,2,6
3089,4858,87,20,43,0,5
3090,3419,69,11,36,1,12
3093,143464,2003,433,3530,259,1864
3094,24012,3777,120,231,13,17
3095,28374,768,89,879,79,97
3096,6031,29,14,19,0,5
3097,5159,10,3,4,42,7
3099,8877,284,46,92,9,14
3100,15069,102,33,117,130,7
3101,17363,169,47,87,235,6
3103,1656,133,17,5,0,3
3104,5794,69,38,96,16,8
3106,51883,359,29,121,237,2
3110,2189,27,12,11,1,6
3111,884,18,7,3,4,4
3112,510,9,6,5,0,2
3113,2719,47,37,156,25,20
3116,31332,37,13,30,63,2
3115,5323,6,15,21,37,4
3119,7223,69,7,12,114,3
3120,67215,18,24,61,221,3
3122,31823,594,62,1184,64,32
3123,20599,1246,70,362,20,52
3126,25904,87,35,81,26,4
3125,2201,16,14,5,0,8
3127,936,13,6,3,1,8
3129,2599,85,10,6,1,4
3131,1146,48,5,6,1,4
3121,5157,150,27,190,3,5
3136,1230,40,4,7,2,10
3140,1663,27,10,3,1,3
3130,14973,656,67,401,53,28
3143,1242,79,17,3,1,1
3145,5415,335,11,6,11,3
3144,2975,206,18,3,0,2
3134,--,55,13,21,1,7
3147,--,26,21,16,1,7
3148,1764,30,9,21,1,3
3150,886,1,2,2,2,1
3151,12330,1464,36,43,50,6
3152,3325,104,26,272,14,45
3153,--,760,208,371,41,20
3155,4894,140,24,22,2,9
3157,7173,210,30,26,3,4
3159,3053,23,8,36,0,7
3162,--,133,37,68,6,7
3163,19959,1079,40,169,6,7
3164,1797,13,5,1,0,7
3167,781,10,13,23,3,2
3169,2669,66,17,21,2,2
3168,1450,48,29,61,5,7
3170,1245,17,13,25,3,3
3171,1950,259,10,3,0,4
3173,662,16,8,6,0,7
3174,1867,193,34,14,0,6
3175,5331,57,89,29,2,4
3176,954,4,4,4,2,5
3166,2572,28,6,5,0,4
3178,655,9,9,16,0,6
3177,2122,50,10,1,1,3
3179,753,1,3,3,1,8
3180,4521,20,34,124,15,13
3181,1551,129,12,114,9,9
3182,18221,3019,152,50,0,1
3185,2640,99,20,41,5,10
3186,5259,222,37,33,3,4
3188,1456,22,11,13,1,0
3189,2494,89,9,7,0,4
3190,1553,101,23,5,0,8
3191,463,6,5,6,1,2
3192,1653,156,27,12,0,6
3193,5602,93,41,350,26,26
3194,53337,1380,210,2360,142,81
3196,1129,33,4,14,1,7
3195,1498,12,3,5,0,4
3206,5428,48,42,7,0,3
3199,3029,2,12,39,0,4
3202,1812,46,14,14,0,4
3204,3432,76,22,32,3,7
3205,2853,78,10,6,0,4
3208,23659,357,37,56,11,5
3210,1474,25,7,31,9,7
3211,1769,91,7,4,0,1
3212,3315,28,23,17,5,4
3213,15488,35,63,67,46,5
3214,1825,8,6,24,5,9
3215,47376,2271,29,371,11,3
3216,3112,738,16,1,0,1
3218,9251,57,28,54,10,5
3220,2492,100,16,11,3,6
3222,1116,274,13,17,1,2
3221,1521,33,6,2,0,4
3224,5682,163,27,73,11,7
3227,4221,178,16,2,2,5
3228,1133,37,2,22,3,8
3229,639,40,7,1,0,0
3230,1962,85,11,1,3,3
3232,4641,596,33,63,2,5
3235,119545,4464,140,1482,84,21
3234,5933,496,47,145,17,13
3231,1853,113,7,23,2,4
3237,6357,55,34,40,0,10
3236,6101,216,48,34,0,6
3239,3331,96,21,107,3,12
3133,1937,51,15,10,3,4
3238,4100,197,10,43,1,4
3241,--,11,6,12,2,9
3242,2445,12,11,6,18,7
3137,1363,18,4,4,0,10
3243,2337,36,14,31,9,17
3246,3325,96,27,22,1,5
3248,2005,39,12,7,2,3
3249,1001,11,4,4,0,6
3250,591,8,4,6,0,2
3251,2029,32,13,12,4,4
3252,1101,13,8,4,166,1
3253,19910,7,9,17,61,3
3254,1004,3,4,6,2,5
3255,1728,31,10,14,1,0
3256,856,25,10,1,0,7
3257,607,5,5,8,0,2
3260,1586,16,8,11,1,1
3261,1378,126,12,13,1,4
3262,2941,89,19,16,3,4
3263,1060,56,11,4,0,6
3269,11755,267,37,392,22,29
3272,1675,13,12,69,2,7
3271,137502,41,22,152,971,8
3273,3887,77,7,11,2,4
3274,4554,246,33,24,1,6
3275,1680,12,5,2,5,7
3279,92934,2900,549,3207,264,81
3284,3020,137,24,7,4,5
3285,44479,2748,293,765,19,16
3289,3844,360,23,28,2,3
3286,2738,82,4,2,0,5
3293,1470,239,7,0,0,4
3291,3574,411,31,19,2,2
3296,11007,243,27,20,89,4
3297,5913,8,47,15,59,6
3299,3160,260,25,6,1,9
3301,1258,93,18,8,0,5
3303,608,10,6,17,2,1
3302,1091,3,4,17,3,5
3304,2526,115,25,134,21,15
3300,4093,174,10,16,0,4
3308,3902,301,35,68,13,7
3309,1088,40,10,1,1,1
3311,1567,59,16,30,0,6
3314,850,5,4,6,0,2
3316,2354,400,26,20,2,6
3317,4664,166,22,71,14,57
3318,3858,118,38,63,6,6
3319,5848,177,26,36,6,5
3321,12193,402,93,411,35,32
3320,2681,16,52,2,3,4
3322,6682,245,91,222,27,11
3323,307273,10704,445,2909,225,75
3324,1083,10,9,4,0,3
3327,1863,32,12,1,3,1
3325,1614,66,12,1,0,6
3326,6180,153,27,29,1,7
3328,712,62,5,1,0,0
3329,3293,48,11,9,2,3
3331,1686,87,37,2,1,3
3332,8441,276,68,71,11,7
3333,27385,460,169,480,90,57
3337,1036,46,14,3,0,3
3339,3608,77,11,17,3,3
3341,6289,99,20,56,3,5
3342,17098,559,94,251,30,74
3343,1173,69,20,2,0,4
3347,41835,2437,126,448,50,24
3352,3977,422,21,15,0,7
3362,1247,25,10,0,0,4
3365,7431,7,7,11,30,2
3363,2867,6,4,11,1,2
3360,3579,92,38,30,4,8
3351,2318,56,16,52,1,4
3375,6764,64,16,13,8,4
3373,1749,65,11,2,0,7
3372,403437,6328,1664,17505,6941,1547
3361,2782,23,14,3,0,3
3355,2983,186,15,43,4,2
3356,4993,200,84,215,10,13
3358,9217,173,127,178,19,16
3378,1424,60,23,31,2,5
3386,773,6,19,1,0,6
3387,820,5,8,1,0,2
3388,6828,6,17,2,15,6
3398,11583,20,8,3,18,6
3403,1686,62,11,10,1,3
3404,2292,57,13,4,0,4
3399,2105,183,28,3,1,6
3400,3696,31,16,23,2,2
3405,1297,24,9,11,0,7
3402,1575,33,18,17,2,5
3401,2537,56,16,36,5,7
3407,5709,281,47,26,5,3
3408,4308,357,24,19,1,6
3409,1345,21,23,5,4,3
3412,23932,435,95,155,18,22
3411,2758,134,26,38,3,3
3414,2851,108,20,22,1,4
3415,42259,1472,278,790,74,12
3419,--,4,18,6,1,7
3427,1727,104,12,3,0,6
3428,--,719,67,80,6,2
3431,1353,30,11,30,2,4
3430,2552,610,21,1,2,7
3432,1432,80,10,1,0,2
3433,5829,311,22,22,1,1
3436,12187,464,104,174,14,20
3434,2245,27,13,7,1,4
3448,1219,23,8,6,0,10
3446,5236,78,36,93,13,8
3450,62723,48,161,134,101,20
3451,30854,369,68,134,27,22
3453,21353,134,18,116,4,4
3458,28149,267,50,786,31,44
3460,15178,161,18,216,8,6
3466,4692,68,8,14,6,8
3464,14249,35,16,11,26,4
3461,73818,7,141,278,188,7
3468,2806,26,8,16,0,6
3469,1514,64,15,1,1,1
3465,3249,65,16,10,4,5
3457,4726,34,9,27,1,5
3471,2648,479,22,17,1,9
3470,617,8,3,1,0,0
3455,9114,357,34,198,13,23
3475,1515,29,9,20,0,6
3476,6262,95,19,14,2,4
3480,2606,43,9,13,0,6
3477,8914,248,28,114,5,3
3483,25150,520,99,242,2,15
3478,3721,101,26,33,4,6
3481,2731,71,19,6,0,5
3482,1920,69,9,8,0,6
3484,2018,40,5,7,0,3
3488,2569,73,16,22,2,5
3490,645,16,6,2,0,1
3492,--,561,13,6,11,1
3493,70367,1962,152,766,101,154
3495,25130,40,15,5,38,7
3494,31098,1401,67,54,58,10
3496,5115,102,6,1,5,4
3502,3599,330,38,38,0,3
3498,5357,87,30,5,9,3
3503,18446,296,70,460,15,7
3506,15898,154,45,309,68,82
3511,2650,121,25,7,4,3
3510,952,76,5,0,0,1
3512,25456,462,25,150,6,7
3514,1120,126,4,2,2,5
3516,8703,323,46,130,4,10
3517,90284,1568,275,4434,297,95
3518,146005,4608,281,3463,161,55
3519,5103,61,23,5,0,4
3520,1115,30,6,0,0,1
3521,1326,41,7,14,0,4
3525,8867,179,34,75,1,8
3529,3917,101,17,19,4,2
3528,2958,100,6,57,4,10
3534,1295,25,9,6,0,5
3530,10096,11,6,19,7,10
3535,10414,190,48,114,10,11
3536,--,15330,207,6843,365,239
3539,1866,53,12,10,0,7
3547,4016,1317,35,2,2,3
3550,2083,305,13,4,2,2
3552,3695,73,21,16,0,8
3543,4620,330,22,25,0,3
3554,8040,129,41,182,14,11
3553,1105,36,12,2,0,7
3557,1082,34,6,1,1,2
3548,2143,18,16,10,5,3
3549,1559,9,11,9,0,3
3561,1603,97,8,1,0,5
3562,3401,135,20,192,20,11
3563,27417,447,23,1170,16,7
3566,537,7,3,4,0,5
3570,37665,3451,75,213,3,4
3576,3344,245,26,2,1,2
3579,459,4,6,0,0,4
3578,10558,932,69,56,6,8
3580,3810,56,8,56,4,8
3581,633,9,12,0,0,4
3582,5755,274,18,198,8,9
3584,564,15,10,1,0,3
3583,3923,186,13,19,0,5
3564,5476,283,68,38,2,3
3587,2096,13,12,10,1,4
3586,565,3,7,1,0,6
3567,14586,201,101,88,6,32
3590,1340,32,12,32,1,4
3592,3142,216,21,70,3,4
3589,1195,41,13,13,0,6
3593,650,10,14,7,0,7
3591,6953,202,6,17,0,6
3595,3880,266,35,52,8,14
3596,27275,984,67,351,27,6
3597,885,33,7,20,1,7
3565,66506,3651,200,768,94,128
3599,1617,119,9,1,0,3
3606,782,12,10,17,0,4
3602,5669,75,75,8,8,7
3607,900,29,4,2,0,5
3601,2234,22,60,19,0,6
3610,6605,137,26,33,0,3
3615,3610,531,20,6,0,4
3604,3925,0,39,14,0,3
3614,1971,105,31,24,4,9
3616,2031,464,21,3,1,6
3611,373,1,2,1,2,4
3617,1014,12,5,5,0,1
3618,728,7,10,24,0,5
3545,3006,73,14,28,0,3
3619,1525,62,18,14,0,5
3612,3985,249,29,24,6,5
3622,548,4,7,2,0,4
3624,28769,580,174,1160,91,44
3626,10312,195,66,464,34,12
3627,1126,29,13,5,0,4
3630,717,52,9,6,0,6
3634,870,13,9,3,0,6
3638,602,11,11,0,2,5
3640,391,2,5,1,0,1
3642,3863,406,18,35,2,10
3645,2318,38,27,2,0,9
3644,4425,480,27,33,2,6
3639,2568,18,7,8,3,6
3647,3460,149,23,45,6,7
3649,491,6,4,1,0,5
3633,812,10,8,2,0,5
3650,707,10,13,1,0,7
3651,5893,726,40,92,2,3
3653,1797,34,9,8,2,6
3654,31989,57,12,66,2,4
3655,393,9,5,3,0,4
3608,589,4,5,7,0,7
3657,900,12,7,10,0,3
3658,1453,103,4,5,0,4
3659,2625,135,48,202,31,35
3661,12794,203,6,9,1,6
3663,2907,166,12,13,0,5
3664,1613,33,13,30,0,6
3666,1781,18,23,8,0,4
3665,2316,37,7,26,6,5
3667,518,7,6,9,1,3
3668,1667,41,14,22,2,6
3676,41348,81,46,125,5,8
3672,1516,15,8,2,0,5
3675,2084,120,21,48,5,1
3678,1008,36,17,7,0,5
3679,2123,70,17,18,2,7
3660,8087,516,46,29,1,6
3680,18829,522,82,224,41,16
3674,7610,45,13,28,4,5
3683,2248,78,5,2,0,2
3682,--,537,9,4,1,8
3684,3600,97,11,26,3,8
3688,3426,215,46,91,6,9
3690,3778,145,17,56,4,6
3691,829,30,5,4,0,3
3692,4578,86,52,12,2,0
3694,4352,216,45,35,0,6
3695,2023,39,19,38,3,5
3699,756,2,6,3,0,2
3700,--,31,18,15,0,7
3701,12843,278,57,102,10,10
3704,811,13,13,13,1,4
3705,4858,694,19,1,3,6
3706,597,9,4,3,0,7
3707,2231,88,16,25,2,4
3708,95802,4842,239,2282,167,85
3716,3568,156,26,9,0,6
3717,1803,61,21,11,0,4
3713,2321,103,42,6,0,5
3718,1728,62,14,15,1,3
3719,697,3,7,4,0,5
3687,3832,202,14,1,0,5
3714,12510,768,143,117,8,9
3715,8242,268,16,48,0,4
3724,3024,156,25,23,0,0
3723,653,10,9,4,0,6
3727,5258,148,25,72,5,14
3728,1246,8,14,5,1,5
3730,1176,37,7,1,0,3
3731,--,1701,130,141,4,11
3732,1427,30,11,4,0,5
3733,1577,36,7,3,0,5
3736,1995,30,19,14,0,9
3740,3229,48,25,13,1,5
3742,1675,57,18,3,0,2
3743,4869,160,10,35,2,2
3746,502,12,9,10,1,4
3741,287950,8425,2570,15082,2091,659
3747,--,28,20,35,5,4
3748,3648,269,22,3,0,1
3753,1793,423,15,26,1,4
3752,1043,43,13,4,0,6
3756,16132,221,25,250,27,90
3758,822,69,4,1,0,7
3754,2152,53,5,10,3,4
3759,477,0,4,1,0,3
3763,1428,10,7,15,1,3
3762,2733,45,15,18,3,3
3766,3067,65,10,8,1,1
3767,4422,70,22,27,2,2
3770,1451,191,6,4,0,2
3751,454,1,6,4,0,2
3771,4038,81,25,73,5,29
3671,1041,97,12,2,0,4
3772,3649,72,18,8,1,9
3773,5826,144,27,32,3,35
3774,54489,6,79,240,39,24
3775,14831,902,72,140,20,9
3778,142980,9530,310,2113,180,128
3777,3376,182,53,79,6,13
3779,--,247,66,140,10,13
3785,2480,0,40,15,1,6
3786,2758,10,29,5,1,1
3788,909,30,23,4,6,12
3789,1843,26,15,6,1,7
3791,610,1,2,3,0,6
3787,458,1,13,3,0,2
3795,722,57,8,9,1,9
3796,529,7,6,6,1,3
3797,--,13,5,2,0,6
3790,664,2,12,1,0,5
3792,698,6,3,4,0,1
3799,11738,471,98,131,5,14
3793,1004,20,4,8,0,2
3794,498,8,6,3,0,6
3801,647,12,8,6,0,5
3802,11409,133,21,27,0,4
3805,1738,105,13,18,0,5
3807,--,168,66,219,20,22
3808,20444,572,54,533,19,55
3810,7820,878,68,52,3,5
3813,1024,20,9,2,0,4
3814,4793,257,53,84,10,11
3819,2438,34,18,12,3,4
3826,1288,8,14,4,0,8
3827,2311,11,13,11,1,1
3824,3450,73,34,29,1,8
3828,1414,7,11,14,4,5
3830,5976,138,14,24,1,7
3831,3894,156,22,20,6,1
3832,1612,43,12,20,0,6
3833,--,570,53,89,11,5
3834,--,3037,149,1452,59,23
3822,1148,81,21,0,0,7
3837,3308,56,15,17,2,4
3838,4398,313,61,12,1,4
3840,814,25,20,16,1,2
3815,21572,295,196,144,26,4
3844,2508,78,20,11,1,7
3847,3360,20,15,11,0,1
3848,1128,40,14,8,0,6
3849,7113,63,20,82,23,29
3839,5707,252,29,8,1,3
3850,1101,27,11,15,0,5
3851,1949,97,14,23,1,4
3853,1193,117,4,1,0,4
3856,--,235,12,25,4,5
3855,2831,50,14,44,5,12
3859,11805,313,17,245,5,9
3858,3384,105,14,28,5,5
3862,1976,38,9,13,0,4
3863,9491,104,21,19,26,3
3864,3654,129,18,22,4,4
3865,5157,980,33,7,1,7
3866,910,84,9,1,0,3
3861,26285,525,285,1020,53,22
3867,1348,86,22,11,2,9
3872,--,221,79,301,45,20
3871,1884,899,12,3,0,1
3875,1095,21,10,30,3,6
3876,721,17,5,3,0,4
3877,484,2,6,23,0,1
3880,4882,721,46,9,0,3
3869,1452,94,4,4,0,2
3881,517,2,6,5,0,7
3882,483,2,3,5,0,5
3883,1509,33,10,3,0,6
3887,1705,52,17,3,0,1
3893,125603,4427,67,71,74,9
3895,1745,66,15,9,0,3
3896,3019,54,29,0,0,3
3890,4486,86,15,9,0,6
3897,2524,60,7,37,3,4
3899,1210,48,10,4,0,2
3898,1654,22,24,4,0,14
3900,12571,415,27,81,2,3
3901,13490,417,48,91,3,7
3903,3789,2187,32,35,0,8
3904,856,85,21,8,0,4
3906,2502,103,95,8,62,12
3907,57673,1141,421,2411,398,74
3909,2069,298,36,6,56,11
3910,436,5,3,2,1,2
3888,1470,25,17,1,1,4
3913,482,1,6,3,0,1
3915,1396,13,7,20,2,8
3884,145745,2468,50,81,69,3
3918,145832,11419,179,2436,163,57
3919,2492,170,11,10,1,2
3886,1040,27,13,7,0,6
3912,748,18,11,6,2,1
3920,8135,147,29,38,1,4
3922,1424,47,4,14,2,5
3925,1365,29,12,14,2,2
3924,3011,86,26,36,2,4
3928,479,3,4,3,0,7
3929,940,27,4,3,0,2
3930,--,19,4,4,0,1
3932,5171,172,10,29,2,4
3933,1503,106,14,8,3,3
3927,--,43189,2199,8165,1469,1348
3935,793,12,13,21,2,8
3936,3180,674,25,10,2,6
3938,13479,364,70,764,52,13
3939,31283,2432,56,12,10,3
3940,15217,444,50,102,4,9
3941,2803,21,19,74,4,3
3937,6227,199,18,13,1,4
3951,1653,23,15,43,2,10
3957,4922,304,16,37,0,2
3958,3045,66,32,62,5,8
3959,3497,249,15,4,0,5
3950,1152,23,3,7,0,3
3961,--,201,24,5,1,2
3960,56370,685,63,713,46,354
3953,7976,773,38,50,6,9
3965,6588,475,36,78,2,7
3967,499,4,5,1,2,2
3968,1111,14,5,5,0,3
3970,926,9,3,1,0,4
3971,1239,19,10,1,0,10
3972,1157,9,12,10,1,3
3973,632,6,5,3,1,4
3966,531,10,3,0,0,2
3975,46915,4574,209,235,2,5
3976,3276,18,15,43,7,8
3977,1202,31,10,5,2,3
3980,4294,100,21,60,3,2
3981,23811,2945,92,102,3,5
3983,3408,180,25,18,0,10
3982,2973,46,15,5,0,7
3946,2091,27,10,4,0,6
3879,1519,53,21,54,8,5
3954,19046,386,68,490,37,32
3990,604,3,4,4,0,5
3985,32889,267,53,642,26,20
3988,8232,620,66,127,9,2
3995,18743,102,18,54,0,8
3996,1136,70,9,3,0,6
3997,6383,278,62,322,39,26
3998,735,28,10,4,0,8
3991,21727,1673,81,231,5,21
4001,2387,207,33,1,0,2
4000,104131,3486,137,1692,110,27
3992,--,55,26,35,0,2
3947,2766,308,6,7,2,7
3999,833,16,36,7,0,3
4002,1096,40,10,1,0,5
4005,837,12,18,1,0,3
4007,1454,123,11,4,0,6
3943,1919,48,7,1,1,4
4010,--,1615,118,344,17,6
3952,3240,276,24,9,2,9
4016,1731,81,52,10,4,1
4008,2519,6,30,24,0,5
4023,4430,393,22,37,1,3
4022,1663,122,18,47,4,5
4021,2491,36,21,55,15,7
4026,68781,954,230,2091,67,42
4025,3410,62,20,123,10,5
3945,1662,32,7,5,0,11
4029,893,66,13,2,0,3
3956,709,5,5,5,0,4
4030,640,9,2,3,0,3
4031,1511,68,14,25,2,3
4032,2147,188,7,16,0,8
4028,21668,299,279,663,50,23
4034,3616,218,23,51,0,5
4035,1709,51,13,58,1,8
4033,3297,101,13,6,0,5
4036,1772,1185,30,4,0,6
4039,1900,29,10,33,0,3
4038,20401,200,72,604,38,10
4037,1351,28,7,3,0,0
4040,1430,50,18,9,0,4
4041,2614,41,37,15,2,7
4043,32075,622,22,122,12,3
4045,3711,221,26,42,3,7
3974,515,16,5,5,0,9
4046,26425,360,134,884,67,30
3878,1249,17,7,62,6,5
4014,4342,131,12,6,0,8
4050,2402,324,23,40,0,5
4044,3759,66,15,31,1,6
4052,2814,51,6,50,2,6
4053,2029,45,18,13,1,4
4055,1412,40,13,12,0,8
4057,4779,274,19,38,0,3
4059,909,9,13,1,0,5
4060,15308,233,52,558,67,61
4061,2709,406,15,10,1,4
3942,5765,146,5,10,0,5
4064,--,385,32,564,13,77
4067,1387,13,7,11,0,4
4068,1977,13,6,3,1,5
4058,743,13,10,4,1,4
4069,881,21,4,4,0,2
4071,657,6,2,2,0,6
4072,1165,50,4,4,0,2
4066,1784,15,14,3,0,2
4074,893,17,4,4,0,3
4013,5931,58,35,70,11,7
4075,965,25,6,1,0,3
4086,7556,714,49,10,0,4
4080,2517,46,11,3,0,2
4089,749,8,5,9,0,3
4090,3177,50,21,44,3,3
4092,140191,3108,337,2777,152,41
4091,5364,176,9,74,2,9
4097,9390,175,7,77,2,22
4017,32777,960,328,316,21,6
4098,113424,2143,24,60,58,6
4095,988,133,9,5,3,3
4100,243308,4240,133,1575,41,17
4102,3040,21,16,7,1,3
4104,7484,256,7,15,0,9
4105,2320,35,7,23,3,5
4103,883,27,7,1,0,0
4106,2107,141,33,7,2,5
4109,998,16,4,1,0,6
4110,2764,24,44,75,7,4
4111,1553,92,34,9,0,2
4113,2989,301,17,1,0,5
4114,3156,93,72,16,4,3
4112,928,4,4,1,0,4
4117,1717,81,19,9,0,3
4120,823,9,10,3,0,2
4122,6288,230,27,16,0,4
4119,14431,295,106,352,17,10
4124,2967,281,22,9,0,3
4126,709,9,8,9,1,2
4128,3689,205,19,1,0,3
4127,55623,405,92,1870,100,250
4132,1763,14,11,6,2,4
4136,--,592,32,61,5,1
4079,857,46,5,2,0,5
4076,1015,17,6,2,0,2
4142,1747,50,9,4,2,6
4144,1803,13,13,13,0,6
4146,--,1004,369,2039,191,130
4148,960,21,9,1,0,4
4150,1210,93,19,2,0,3
4152,2969,91,11,93,5,6
4155,4957,155,11,6,0,4
4085,1489,67,8,5,1,4
4156,13186,81,17,45,4,10
4159,2409,89,13,19,0,5
4161,13680,165,107,449,30,7
4160,1486,81,6,15,0,6
4162,1079,38,10,2,1,3
4083,2818,198,18,4,1,1
4163,4082,1084,28,7,2,6
4164,1002,15,17,15,2,6
4165,1686,48,14,6,0,5
4166,2792,481,8,10,2,4
4167,2499,22,8,20,2,5
4168,621,9,3,2,0,1
4169,1532,17,9,13,1,6
4073,503,5,5,4,0,2
4172,11936,422,68,401,23,6
4173,1208,92,24,21,1,4
4143,552490,28522,591,7177,1839,1400
4176,14187,354,52,29,3,5
4175,42281,3185,168,841,100,81
4177,120841,4701,425,6319,820,241
4180,1409,92,9,2,0,7
4183,489,9,14,1,0,2
4185,714,3,5,5,0,2
4186,846,5,9,12,1,7
4187,1056,60,12,2,0,4
4140,1226,22,11,9,0,7
4184,7475,315,18,50,3,15
4188,1530,56,15,18,2,6
4190,5928,931,31,41,6,6
4191,4505,222,50,9,0,8
4192,3692,430,24,6,0,0
4193,45382,272,386,863,18,3
4195,14275,766,111,43,2,13
4197,1626,77,10,8,2,5
4133,10502,5,30,154,3,7
4194,2297,151,20,2,0,4
4200,11483,944,25,95,5,3
4201,2150,544,21,6,0,1
4196,6130,202,44,119,4,3
4138,7691,307,10,22,1,4
4139,801,17,6,6,0,4
4213,1031,12,8,6,0,2
4211,1077,6,7,4,0,3
4210,513,5,2,1,0,2
4215,1040,20,8,6,1,2
4216,2191,232,31,44,2,7
4217,472,9,3,4,0,5
4218,1801,37,20,49,5,7
4202,2740,595,41,9,0,5
4209,2811,44,8,14,0,7
4221,550,2,10,4,0,7
4223,1466,89,22,3,0,2
4224,4182,223,53,28,9,10
4226,39906,1316,204,505,53,49
4227,7753,130,31,166,13,8
4228,4504,187,37,34,3,7
4229,1070,52,5,3,0,5
4230,1736,231,28,9,1,3
4234,455,4,6,3,1,2
4236,1970,34,32,24,5,1
4237,3569,262,23,22,3,4
4239,25166,788,147,603,110,21
4238,958,18,7,2,0,5
4241,37906,491,40,72,5,14
4240,11156,949,38,163,8,2
4242,2790,47,6,14,0,7
4244,112827,5315,677,690,50,277
4203,1747,171,22,3,1,4
4248,4925,108,29,33,2,5
4246,1506,98,9,9,2,9
4250,2138,29,19,8,1,2
4251,1687,44,14,34,9,7
4204,2261,56,12,2,0,6
4252,321,5,4,2,0,2
4253,466,4,3,1,0,4
4256,1873,90,13,9,1,4
4255,480,8,7,5,0,1
4258,1586,85,28,11,2,1
4259,1793,75,24,15,4,5
4260,8777,379,36,66,6,7
4261,3085,100,13,15,1,5
4263,6379,84,48,159,12,8
4264,669,4,10,0,0,4
4265,478,10,3,2,0,7
4271,1068,4,6,3,1,3
4273,--,29,8,3,0,3
4275,3699,159,12,66,1,3
4276,970,10,10,7,0,5
4277,1148,23,6,5,1,6
4279,8561,221,32,287,33,31
4281,2301,63,19,10,0,5
4269,--,186,31,252,14,12
4284,2081,156,13,7,2,6
4288,3808,182,29,44,9,5
4287,8055,289,42,59,2,5
4292,843,20,15,10,1,4
4293,20449,217,62,311,21,24
4294,512,25,7,13,0,2
4295,854,22,17,2,0,5
4270,439,6,6,2,0,4
4296,774,7,31,3,2,3
4272,2204,137,6,6,1,4
4297,1660,57,6,68,5,4
4289,385,10,2,2,0,5
4298,10867,304,166,492,43,22
4299,16348,240,9,1,0,1
4300,101496,4556,743,2577,175,49
4301,13258,488,145,47,4,6
4268,4217,90,25,41,3,4
4303,10039,72,28,10,3,6
4304,613,55,7,17,2,5
4305,1176,21,18,14,0,3
4306,663,14,5,3,0,6
4308,50078,576,94,1188,157,31
4262,4635,27,25,181,15,13
4311,4833,325,47,49,6,11
4312,1126,6,6,4,0,13
4314,2539,32,18,7,0,4
4316,1215,29,2,11,0,8
4315,11546,615,59,89,9,20
4199,1803,30,19,5,0,5
4325,1673,92,29,6,0,2
4322,1473,12,8,2,0,3
4321,5596,122,66,15,2,7
4318,1518,18,10,6,0,6
4344,9530,710,107,15,2,9
4345,5910,282,152,24,2,0
4317,111766,3606,84,64,68,6
4320,12684,1096,41,104,8,2
4346,3988,119,29,183,11,15
4323,24749,473,20,63,9,5
4349,4263,52,22,39,1,7
4356,4466,131,59,46,4,9
4358,1957,85,6,1,3,5
4359,852,34,6,3,0,2
4361,2802,301,26,12,0,2
4363,3559,123,27,52,12,12
4369,5701,141,20,31,1,7
4365,12419,677,28,72,4,12
4370,830,15,7,1,0,2
