aid,view,danmaku,reply,favorite,coin,share
5834,8974,1130,12,71,7,7
5837,21912,285,45,295,8,2
5838,1481,78,2,4,0,0
5839,63862,515,25,165,4,14
5840,151,7,11,1,0,6
5841,1193,27,8,7,0,4
5842,92799,1300,360,4426,434,197
5844,1638,52,5,23,1,4
5845,1089,51,10,3,0,3
5846,15247,1055,8,14,0,2
5848,2114,95,6,1,1,8
5849,474,11,5,13,1,5
5851,17818,8,9,14,0,6
5847,730,10,3,6,0,2
5852,3471,7,11,3,0,3
5854,2548,32,6,23,2,10
5853,991,31,1,9,1,3
5855,1276,37,8,10,1,6
5858,1862,53,7,10,0,4
5861,162520,9653,297,1297,165,58
5863,3670,197,14,49,1,6
5862,5990,641,23,57,1,5
5866,6335,72,81,355,11,11
5867,1609,51,1,1,0,2
5868,2429,99,3,16,0,5
5869,980,29,2,3,1,3
5870,1208,144,9,3,0,1
5871,6799,406,15,17,0,1
5872,3413,72,6,1,1,3
5874,11888,174,8,29,2,6
5876,2935,54,8,1,0,6
5878,80636,9426,472,1905,393,90
5771,500,10,1,4,0,3
5881,27082,690,51,317,19,18
5883,55105,2774,189,590,57,23
5889,17737,158,43,464,34,8
5893,86,27,2,9,4,1
5894,3654,184,19,34,6,3
5892,38571,5637,216,627,72,44
5900,1153,6,4,19,1,4
5897,2125,50,1,6,0,2
5901,3854,146,11,9,1,3
5902,869,31,5,1,0,4
5903,1538,130,3,3,0,4
5904,6719,155,37,81,5,9
5911,422,15,2,3,0,5
5907,1822,222,6,6,0,6
5916,4057,150,31,233,21,17
5908,507811,19376,812,3420,477,426
5910,725,82,3,7,0,1
5912,500,11,2,2,0,4
5913,4508,824,16,35,0,3
5914,19894,428,92,225,13,17
5917,1268,56,3,2,0,9
5918,1515,68,6,3,0,2
5920,1149,51,14,3,0,4
5921,18100,2655,68,152,0,8
5923,4175,101,6,12,2,3
5924,9657,248,10,227,4,9
5927,1609,10,3,2,0,2
5928,693,0,6,4,0,1
5824,7986,727,20,76,1,5
5932,31127,655,12,27,1,9
5922,1905,54,8,1,0,2
5937,9861,318,86,562,64,30
5925,670,87,2,22,0,2
5938,1149,10,18,7,0,3
5940,83751,4373,132,101,86,19
5935,2355,67,8,2,1,6
5947,6632,234,15,50,0,6
5948,3841,565,5,7,0,4
5949,6245,464,45,18,58,12
5950,1231,52,5,4,0,4
5951,2841,340,11,15,0,3
5905,941,71,10,3,3,5
5953,2249,96,55,212,14,31
5944,105751,17268,295,2057,171,39
5943,14519,290,15,291,13,7
5955,29453,2085,36,123,11,21
5956,21388,1335,42,189,85,45
5957,1598,369,10,15,56,6
5958,2699,73,12,14,2,3
5959,1702,73,8,14,1,2
5941,1112,22,4,2,0,4
5960,4782,503,23,55,66,10
5952,6721,2080,23,14,1,3
5962,21,100,16,17,0,4
5966,5030,10967,14,22,0,2
5965,592,14,2,1,0,3
5970,4270,25,12,40,3,7
5967,9090,308,42,138,13,7
5972,992,609,5,7,0,4
5975,16068,347,20,328,33,4
5976,5659,238,14,54,0,3
5977,2738,21,6,9,0,6
5978,1080,7,6,12,0,0
5969,36066,2104,19,35,17,2
5979,8058,823,10,106,3,6
5980,6297,464,50,167,8,4
5981,482,75,13,9,2,5
5945,8054,162,27,218,30,20
5986,839,133,4,11,3,6
5985,3599,159,6,7,2,7
5988,21359,423,32,96,5,28
5990,1058,12,4,8,0,0
5991,1618,202,5,10,1,4
5992,1072,66,3,17,1,4
5993,989,19,5,13,1,1
5994,39534,2609,132,514,66,49
5995,--,72,7,22,5,5
5997,--,6,24,47,2,5
5998,1528,22,8,31,2,4
6002,3069,219,7,2,0,5
6004,5850,117,14,59,4,4
6007,4331,122,19,5,0,4
6012,4258,349,14,7,0,7
6013,1744,48,18,44,2,2
6015,1820,60,28,19,4,1
6016,352,4,1,1,0,4
6020,4380,312,13,10,2,1
6023,1020,3,3,25,2,1
6025,6901,11,13,51,3,7
6021,15468,71,65,395,34,13
6024,844,6,3,8,1,4
6030,80690,1135,182,1560,122,190
6022,714,39,6,12,0,3
6033,3361,103,10,21,1,7
6037,--,12,5,7,2,6
6036,6036,105,8,11,0,1
6026,1895,63,8,44,3,3
6035,2948,110,16,7,1,6
6034,5505,246,6,13,1,2
6039,482,89,5,12,1,7
6040,1418,82,9,5,4,6
6041,1331,12,2,6,1,4
6043,6832,127,17,211,6,11
6042,789,42,4,22,0,0
6045,7944,302,14,33,4,4
6048,13334,261,18,227,8,24
6050,846,16,6,1,0,1
6053,3147,106,15,24,6,10
6052,--,2737,21,27,2,3
6054,358,712,31,8,1,6
6055,1392,75,2,10,0,5
6057,1027,13,1,4,0,3
6056,1646,35,23,10,1,7
6058,8101,409,20,34,2,13
6059,1459,30,3,1,0,2
6061,5114,266,3,24,2,7
6062,550,258,11,8,0,6
6064,42844,1696,120,1077,61,49
6065,554,11,3,1,0,3
6066,14522,1484,40,257,2,7
6069,84118,4976,470,2506,248,306
6067,1013,24,3,4,0,5
6070,8338,524,8,73,0,4
6068,54243,3116,101,742,27,47
6071,1523,71,24,231,13,6
6072,627,47,6,19,0,4
6073,5685,302,11,36,1,1
6074,4276,101,10,24,0,16
6076,4210,53,3,11,0,7
6077,1024,16,3,8,2,3
6078,527,7,2,5,0,7
6079,752,9,2,3,1,5
6080,224,266,6,3,0,6
6082,2997,98,12,72,10,5
6085,--,397,9,68,2,4
6087,7147,388,9,5,0,3
6084,3430,62,3,5,0,4
6086,2679,279,14,2,0,5
6089,2016,11,4,7,1,4
6091,976,27,2,7,0,5
6094,3004,140,5,17,0,4
6095,164,97,10,1,1,3
6097,2102,76,15,10,0,5
6101,3820,490,13,41,9,19
6096,10222,157,18,171,12,10
6102,5096,246,30,27,1,5
6104,1056,441,25,115,9,11
6105,15072,402,27,160,12,13
6106,19186,4527,117,185,9,3
6100,2244,331,23,33,14,10
6098,3863,221,9,18,1,5
6108,4822,130,14,15,1,6
6111,10416,297,20,23,4,8
6117,1301,27,2,3,1,5
6019,3164,700,14,32,7,3
6018,2262,142,14,25,1,2
6121,27648,212,131,639,44,12
6122,4893,154,4,11,1,12
6127,7324,433,25,202,27,11
6128,2901,269,16,5,0,3
6130,1976,109,4,4,0,2
6131,3106,10,1,3,0,3
6133,2756,218,15,6,0,6
6136,991,31,5,3,0,5
6137,1699,54,3,1,0,4
6138,858,31,4,12,0,9
6126,495,25,2,1,1,7
6140,4372,206,34,14,0,4
6141,12635,1443,18,65,2,12
6142,12127,961,16,15,6,7
6143,6597,180,21,39,0,6
6135,4164,7134,347,1831,130,27
6144,1970,60,11,1,1,4
6145,47,86,14,6,0,4
6146,4189,48,6,3,0,4
6149,16423,555,42,145,14,12
6148,1706,129,5,1,2,4
6151,8262,372,27,111,7,7
6155,4406,476,21,13,0,2
6156,2417,89,18,14,1,4
6157,37169,456,126,93,33,28
6161,3674,119,19,42,4,4
6164,96,61,6,4,0,7
6165,2473,33,6,1,0,3
6163,3773,904,16,9,0,3
6169,1774,123,8,1,0,6
6170,5369,145,35,37,6,8
6171,8,38,4,1,0,3
6172,5473,413,15,14,0,7
6173,947,31,4,3,0,4
6176,8752,550,14,4,0,1
6181,1028,93,3,1,0,0
6179,796,16,2,7,0,3
6185,112,159,13,11,2,5
6187,2142,95,17,8,1,3
6188,2861,60,10,5,0,4
6193,2143,12,3,8,0,8
6191,3540,162,18,15,0,6
6192,47,8,4,11,1,4
6194,476,5,6,6,0,4
6197,619,10,1,4,0,2
6198,812,11,1,6,1,1
6199,949,52,8,26,1,6
6202,1146,197,7,4,2,5
6208,30222,1284,63,320,28,9
6210,25118,2172,49,136,8,12
6213,2547,187,9,33,0,1
6212,1992,128,16,18,0,10
6214,21472,857,95,417,4,5
6218,1210,23,3,1,0,5
6220,65857,2481,113,894,174,5
6224,4275,240,20,9,0,1
6221,13830,3498,87,128,9,3
6222,4163,223,6,20,1,3
6225,14465,2905,43,42,1,8
6228,744,16,6,9,1,3
6231,6754,182,9,168,6,7
6229,18143,775,80,111,6,9
6230,3763,936,18,32,2,5
6234,28867,204,20,142,10,20
6240,2901,428,13,32,2,7
6237,803,6,2,3,2,5
6239,4843,335,16,56,6,16
6241,3522,405,20,20,1,3
6242,5261,480,13,29,6,10
6243,2027,207,13,3,0,2
6253,10633,498,39,57,2,7
6246,125,475,8,1,0,2
6249,75452,2509,82,248,61,43
6255,29957,297,93,184,107,15
6261,5679,219,23,60,3,5
6262,2403,65,14,11,0,3
6263,2593,99,11,46,1,5
6265,7765,2989,38,27,2,2
6264,4375,27,22,70,11,9
6267,25,49,2,9,1,9
6269,7214,120,18,17,1,3
6268,1218,36,4,6,0,5
6270,2398,56,27,24,4,9
6274,5468,93,20,26,0,6
6273,3726,228,14,14,0,1
6275,1492,61,9,3,0,2
6279,1843,137,13,14,0,6
6282,2128,120,7,9,0,3
6286,6186,190,21,55,1,7
6287,1200,51,8,15,2,7
6290,2333,51,7,7,0,4
6288,587,25,3,9,0,3
6284,18934,2998,124,280,0,3
6296,1974,256,12,2,0,4
6295,2408,517,9,7,0,3
6300,8207,171,40,96,9,6
6303,7718,79,22,15,1,4
6305,28116,1143,200,590,76,27
6307,85725,1163,168,1202,78,48
6304,24667,1102,13,25,5,4
6308,8317,407,37,101,0,6
6310,1905,575,11,5,1,2
6311,17668,353,52,296,17,10
6313,28359,722,77,296,23,11
6315,3776,141,12,37,1,4
6314,9833,119,17,68,4,2
6219,72,13,3,8,0,3
6317,172,72,5,4,0,5
6318,1162,15,12,7,0,4
6319,123,12,9,9,1,8
6325,2522,92,31,66,7,7
6330,840,8,3,1,0,3
6331,3390,119,17,2,0,5
6332,1040,11,4,8,0,6
6329,5412,499,7,38,3,10
6333,23186,1114,81,283,3,6
6334,5263,419,10,13,0,15
6335,107240,3778,68,572,34,37
6337,3058,132,10,38,2,5
6336,96799,1083,72,412,56,38
6338,3798,208,31,81,8,6
6339,1838,32,5,23,1,5
6340,2796,43,17,33,5,7
6341,15509,785,42,67,0,8
6343,972,42,7,7,1,3
6344,75,1437,39,40,0,0
6345,891,326,3,3,0,5
6347,1332,119,2,1,0,4
6353,1111,25,4,4,0,3
6350,41927,1107,144,931,53,51
6348,44747,7054,83,1499,173,49
6257,184443,5583,123,785,133,109
6355,5980,167,13,67,5,7
6354,10789,225,20,89,22,9
6352,2200,46,4,25,3,6
6363,20219,1409,159,511,71,76
6365,10855,547,102,147,10,11
6367,1071,21,10,1,2,6
6370,279,261,36,45,1,6
6366,6829,228,19,10,1,6
6371,1845,73,3,0,0,4
6372,342,411,15,89,5,3
6373,37010,195,84,934,13,10
6374,4096,157,18,56,4,2
6375,1076,87,9,24,1,2
6377,7309,279,69,717,81,64
6378,901,34,6,1,0,5
6379,2768,107,5,12,4,10
6381,10918,643,38,90,5,9
6388,2032,36,12,27,1,6
6387,1403,28,2,1,0,2
6385,958,13,3,1,2,2
6376,17294,609,44,289,19,12
6389,2171,53,16,43,14,5
6382,485,5,2,3,0,5
6390,2262,85,18,3,0,5
6392,116,760,29,36,1,3
6394,3264,136,6,4,0,5
6393,5230,439,19,54,1,10
6391,--,4025,192,759,9,6
6396,4431,168,24,71,3,2
6397,1063,16,7,6,0,4
6395,3464,294,9,8,0,8
6398,3522,467,16,54,4,8
6401,4295,70,7,13,0,2
6402,3007,221,28,21,2,2
6404,7279,297,21,82,2,3
6405,18337,2062,39,56,8,6
6409,526,25,7,6,1,2
6413,30127,786,128,777,91,70
6414,2846,45,10,50,6,3
6417,817,31,11,4,0,7
6416,2780,60,16,42,7,5
6419,70,74,16,59,1,1
6420,34477,2144,58,43,17,2
6422,38109,704,70,207,3,10
6425,4923,124,7,13,0,8
6423,18274,1114,66,156,20,49
6429,14306,555,29,104,1,13
6430,5801,212,21,13,2,8
6431,4383,100,14,5,0,3
6436,2022,230,6,1,0,3
6437,4063,100,35,45,2,1
6439,51556,5357,259,411,54,233
6440,1026,300,8,21,1,5
6441,1719,268,7,2,0,2
6442,299,36,12,3,0,5
6446,399,157,12,14,1,5
6445,2576,775,11,8,0,4
6448,609,97,1,0,0,4
6449,739,12,4,3,1,4
6452,1191,68,9,2,1,4
6451,73650,4068,394,2477,235,149
6453,844,15,7,11,2,4
6454,4720,118,11,53,3,6
6457,5140,560,6,14,0,4
6456,2977,88,13,39,5,1
6455,2432,124,17,26,1,8
6461,8549,359,33,277,21,18
6462,4309,46,20,158,12,7
6459,3343,208,42,67,4,6
6463,17417,4285,61,1296,88,75
6468,1339,32,5,7,1,5
6469,8482,74,23,226,15,21
6470,21632,1446,45,154,13,6
6474,1403,31,8,18,1,4
6473,2103,104,21,22,0,1
6475,1278,17,3,1,0,2
6476,1381,126,11,5,0,4
6478,3678,76,9,16,2,0
6490,535,73,20,33,2,4
6483,3192,144,12,32,5,11
6480,9079,76,16,69,0,4
6485,2169,459,11,4,0,1
6484,1557,69,10,10,0,3
6487,162219,3555,977,5375,715,926
6493,3357,141,16,56,1,5
6495,222,82,12,17,4,2
6494,3497,58,10,65,8,2
6497,5491,156,36,27,0,4
6498,4836,181,39,33,3,4
6501,1085,621,16,7,0,3
6503,2929,408,16,6,0,4
6505,1533,469,9,1,3,3
6504,1809,14,2,2,2,2
6508,5029,114,3,1,0,4
6506,--,116,4,48,6,3
6510,5643,88,2,3,0,2
6512,703,4,2,4,0,3
6509,5499,246,17,16,0,5
6516,518,85,18,91,6,4
6513,--,130,28,41,4,3
6518,544,50,6,22,2,4
6517,5364,173,15,26,1,5
6519,855,33,8,13,4,5
6520,2210,79,13,16,1,2
6523,1065,15,7,0,0,5
6524,2338,161,11,9,0,3
6526,2747,45,8,11,0,9
6527,5509,444,11,10,1,4
6529,3182,170,14,15,2,5
6530,10633,359,16,62,3,5
6531,588,0,4,1,0,3
6532,3503,492,21,27,0,0
6539,--,472,522,722,6,7
6540,336,238,59,54,1,6
6536,5010,143,17,7,1,2
6546,1402,75,6,4,0,3
6547,8018,167,53,60,3,7
6544,8273,576,30,38,2,3
6548,2521,371,13,4,0,2
6550,1778,109,7,8,1,5
6549,3496,92,13,29,1,8
6552,7554,330,18,30,1,3
6554,116,142,6,4,0,8
6556,4958,167,16,5,0,2
6557,4641,1811,17,8,1,3
6558,--,772,34,14,1,6
6560,18700,790,97,175,17,6
6561,1051,70,12,1,1,4
6564,2935,102,6,36,6,28
6570,6891,882,12,29,2,4
6579,3091,307,12,6,1,6
6578,544,143,23,33,7,24
6572,3509,147,20,59,0,5
6582,793,19,5,7,1,7
6580,229,466,11,10,0,4
6581,682,6,5,9,0,3
6583,1601,240,10,4,1,4
6587,5388,44,14,14,1,3
6588,14411,308,13,299,6,39
6589,5316,78,13,38,6,10
6591,8818,175,27,302,6,0
6590,2262,28,6,16,2,6
6592,5869,102,5,149,7,6
6594,1463,111,30,127,6,5
6593,16709,462,47,138,11,6
6595,652,11,4,8,0,3
6598,2762,1057,20,16,0,6
6600,875,21,4,9,0,2
6599,674,10,2,0,0,5
6602,3838,126,22,21,5,3
6604,58360,2838,146,899,28,17
6605,29703,492,110,1461,131,48
6610,4033,20,9,36,1,6
6615,1215,129,10,1,0,4
6609,2635,249,6,43,1,7
6611,1412,207,18,27,3,1
6612,2595,104,10,31,3,5
6607,5069,161,17,8,0,5
6613,354,152,65,54,2,4
6608,4087,120,8,10,0,9
6618,3662,237,13,10,0,5
6623,5105,179,18,76,4,2
6622,114,290,16,11,0,6
6626,3810,207,21,17,3,2
6628,6006,31,10,49,3,12
6637,1445,177,4,5,1,0
6624,1092,160,11,1,0,5
6642,5453,112,14,172,8,11
6641,609,7,7,4,0,0
6638,3456,218,5,9,0,3
6648,1419,115,12,2,1,3
6652,1660,11,9,20,1,7
6649,7730,368,36,309,15,12
6653,93,63,5,2,0,4
6654,82126,5116,187,2713,208,300
6659,740,30,7,8,1,3
6656,918,8,4,1,0,4
6657,2878,24,11,62,9,11
6660,783,32,5,1,0,3
6663,30555,738,198,265,38,56
6662,3751,120,17,7,0,4
6661,1187,693,85,413,8,9
6667,6789,549,34,51,1,5
6664,2899,183,23,17,1,5
6665,146,64,23,30,4,7
6666,27311,296,767,269,22,16
6671,853,16,2,0,0,2
6669,987,40,13,1,0,4
6670,10346,46,53,293,44,24
6678,9245,197,58,139,2,4
6672,4624,77,18,30,1,6
6674,749,254,24,81,3,5
6676,1690,66,12,4,0,3
6683,60,638,64,15,0,6
6686,--,18,3,9,0,2
6679,5578,650,21,32,0,3
6688,10801,551,32,15,0,6
6691,1618,150,4,14,0,4
6692,65737,5580,607,2472,313,205
6693,177694,4625,106,85,53,20
6697,3432,63,17,44,3,11
6698,3510,66,17,4,0,3
6699,8662,239,164,125,2,3
6700,1508,38,11,13,0,5
6701,1091,169,3,1,1,6
6703,14211,352,32,149,15,13
6704,2077,4,9,2,1,3
6702,351,79,16,4,0,4
6705,14485,280,36,120,9,11
6708,118454,4502,289,1524,226,271
6711,1203,21,6,2,0,2
6713,--,264,45,41,0,5
6714,9526,406,73,63,1,2
6715,6885,252,25,47,9,14
6716,794,27,6,4,0,4
6717,448,167,12,26,3,4
6721,1725,204,4,10,0,2
6722,2537,166,26,5,1,5
6720,6778,274,52,95,24,7
6724,560,10,6,6,0,2
6723,10248,137,22,144,12,27
6725,715,10,4,1,0,8
6726,13,81,32,36,0,6
6728,17214,1258,80,182,33,14
6730,1928,581,53,79,2,7
6739,4052,79,14,28,3,2
6737,9624,177,38,138,24,10
6740,2874,171,16,53,5,2
6741,602,6,4,4,0,8
6744,1418,16,2,22,0,4
6729,456,30,4,4,0,4
6745,15445,226,47,480,41,67
6732,2486,31,15,22,1,11
6748,11608,574,75,84,6,5
6752,318,61,7,10,1,1
6756,64,27,7,3,0,4
6755,3204,630,18,9,0,5
6757,13614,504,104,247,24,21
6762,1019,110,7,4,0,2
6764,2644,71,36,4,1,4
6763,11239,848,18,13,9,4
6765,13822,543,32,26,1,10
6767,3819,281,35,25,1,14
6768,1065,21,17,13,0,3
6770,57,71,38,22,0,2
6771,64562,5383,190,763,128,53
6773,1102,442,8,3,0,5
6778,12168,205,17,32,2,5
6779,10312,347,78,527,37,24
6780,1030,326,81,498,28,15
6781,--,31,13,5,0,2
6787,93568,3758,253,1718,127,63
6788,12033,609,72,182,19,9
6793,3264,165,24,29,1,3
6782,10169,159,79,370,16,8
6783,4164,134,8,2,0,7
6795,4320,181,26,11,2,6
6798,14228,367,42,91,3,16
6789,1756,42,27,17,1,10
6799,2102,110,19,52,0,2
6800,898,10,13,3,0,4
6791,1195,12,3,1,0,1
6801,1418,34,5,2,0,4
6802,3715,88,22,129,5,5
6803,892,43,12,4,1,3
6804,53791,3446,187,548,45,23
6805,1651,79,20,21,10,2
6806,1283,36,17,15,0,1
6811,80150,1846,354,994,96,64
6814,26069,6596,61,227,5,69
6813,4472,95,21,93,14,24
6815,5660,94,19,27,1,7
6817,85,102,18,4,0,5
6821,32,126,6,7,0,2
6819,10945,817,21,57,0,7
6820,3951,428,23,4,2,5
6823,12594,142,20,83,12,11
6826,3106,257,19,39,1,4
6827,12712,398,31,144,19,16
6829,2458,257,38,57,2,5
6844,3793,1314,24,13,3,4
6845,29627,963,134,631,36,12
6846,1951,94,16,24,6,2
6852,56,316,13,5,0,8
6849,76642,3326,159,1987,252,94
6850,2715,452,26,17,2,5
6851,2630,113,9,9,2,5
6853,2471,61,10,9,0,6
6854,4707,179,17,34,4,4
6855,980,27,11,7,0,3
6857,3768,73,31,13,1,5
6859,8198,254,53,128,12,10
6860,--,377,13,9,0,5
6862,1306,99,12,1,1,4
6863,10252,2403,43,21,0,4
6865,3405,75,17,22,1,6
6864,1048,179,5,2,0,2
6867,5383,159,21,13,1,6
6868,1714,240,14,6,0,5
6871,29,410,28,10,0,4
6870,21317,307,78,142,3,7
6873,1292,119,16,20,0,3
6875,1349,33,11,8,0,6
6879,2806,60,12,8,0,3
6878,377,10,8,13,3,1
6881,80882,8393,67,1414,28,22
6877,2083,328,10,2,1,2
6883,809,27,5,9,2,5
6886,4181,58,17,9,0,2
6887,13714,216,59,100,5,5
6891,4911,328,40,29,0,3
6894,4343,522,15,12,1,5
6895,399,337,29,79,5,8
6893,12549,342,48,126,0,5
6896,3181,325,26,3,0,3
6898,2052,121,9,4,0,2
6899,859,10,5,2,0,6
6907,25709,812,166,768,116,36
6906,3433,110,24,2,0,2
6909,13800,277,28,122,7,3
6910,761,8,6,3,1,1
6911,1784,46,5,2,0,2
6912,20896,848,131,443,21,11
6917,4253,88,22,84,7,9
6919,1133,55,12,43,2,2
6918,3851,33,27,12,0,3
6920,9352,466,28,162,9,11
6923,510,6,6,3,1,7
6922,131,13,11,48,0,4
6925,3010,36,16,137,8,7
6926,1161,201,5,3,0,9
6928,3341,1217,47,13,0,3
6935,1293,93,16,2,0,9
6933,2054,11,6,13,0,3
6937,1815,23,11,8,1,5
6939,1716,75,10,1,0,7
6940,50,71,14,11,0,4
6941,3693,242,18,12,0,6
6942,6997,282,16,93,4,3
6943,43,102,12,14,0,2
6944,163901,6953,143,859,202,161
6947,1483,47,8,15,0,6
6948,2701,89,5,27,3,2
6946,4857,206,61,11,0,6
6953,839,26,11,1,0,3
6952,3698,118,35,29,2,4
6955,862,18,12,13,0,3
6957,5993,64,15,55,4,1
6956,70,53,11,7,0,1
6963,662,5,8,1,0,0
6964,3330,30,8,7,0,10
6965,1093,33,7,11,1,5
6967,1754,1893,32,20,14,3
6969,6901,206,80,32,2,6
6882,865,35,9,4,2,2
6973,7624,139,41,95,7,7
6980,4937,268,26,32,3,6
6984,1489,165,12,5,0,5
6985,22059,831,8,23,2,2
6988,225,233,7,6,0,5
6991,1019,53,9,1,0,1
6992,15,4,5,5,0,5
6995,3453,69,15,92,3,6
6905,1413,56,8,3,0,3
6996,1096,72,15,19,1,2
6998,20372,489,42,351,18,6
7000,6465,510,103,188,11,10
7001,6268,75,24,26,3,9
7004,--,20,7,9,2,5
7006,8625,306,19,220,9,24
7007,6670,474,32,43,6,7
7009,1985,116,3,2,3,4
7010,1953,82,13,23,0,3
7013,301,117,24,31,8,7
7011,3503,67,12,3,0,3
7014,7995,142,24,84,9,37
7015,6725,85,35,111,13,11
7012,8531,1951,42,5,0,3
7016,120047,823,86,266,10,32
7018,414,7,5,1,0,1
7019,1784,66,16,18,0,1
7021,3517,358,29,17,0,4
7020,1165,205,14,24,1,3
7024,653,3,4,3,0,4
7028,863,82,3,1,0,1
7027,1058,469,12,5,1,3
7029,666250,51413,5400,30562,7261,2100
7032,--,52,18,59,2,8
7031,172,95,20,13,4,5
7033,728,5,7,5,0,2
7034,5815,154,25,68,1,4
7036,21611,617,56,154,0,6
7037,5197,99,33,126,13,28
7039,787,8,3,2,0,5
7040,2228,31,23,48,3,12
7042,877,23,17,22,4,7
7044,26552,789,35,180,13,58
7048,1632,18,8,5,2,5
7053,767,163,22,170,15,13
7054,666,7,6,26,0,5
7060,3631,210,29,40,2,3
7061,36110,252,95,356,42,103
7062,4139,451,7,7,0,3
7063,825,115,5,1,1,5
7064,40788,2757,372,944,30,6
7065,468,4,3,1,0,5
7067,5566,446,40,29,0,2
7069,229,39,13,42,4,5
7070,888,3,6,4,0,1
7074,780,373,27,12,0,6
7075,3209,83,16,5,0,4
7076,1907,119,7,6,1,5
7077,3408,46,24,6,0,4
7078,951,38,5,21,0,7
7079,1143,54,7,42,1,9
7080,20058,341,70,42,0,7
7081,2949,48,8,45,2,6
7082,1680,54,10,17,3,6
7083,2714,217,41,57,4,6
7084,643,13,5,1,0,6
7085,1513,33,25,45,2,3
7087,1812,93,14,3,1,2
7090,3809,101,11,52,7,6
7091,7681,240,32,59,2,2
7092,834,110,35,201,17,14
7094,2049,113,9,18,1,4
7093,55,18,9,14,0,4
7096,26204,573,141,518,61,90
7095,2990,292,18,11,2,4
7098,--,152,26,19,1,6
7100,11753,413,69,109,6,10
7099,6612,20,25,32,1,3
7101,1639,26,4,9,0,3
7104,178773,1986,215,1187,81,1028
7106,3503,222,46,52,5,3
7109,8943,449,41,44,2,2
7111,5213,155,11,3,0,4
7112,87134,2332,934,3304,167,60
7115,893,241,10,9,0,3
7118,4582,201,15,43,3,12
7119,--,1198,30,18,4,3
7120,--,1163,57,331,11,12
7121,1498,87,9,0,0,4
7113,10,3,10,1,0,5
7124,1603,177,19,19,2,1
7125,2318,65,20,19,1,5
7127,1495,195,7,56,2,8
7126,1760,94,7,65,3,8
7138,540,3,3,1,0,1
7139,1744,78,11,47,2,8
7140,930,162,11,3,0,1
7144,1323,78,2,8,1,4
7146,116,65,6,6,0,3
7147,2062,164,16,27,0,3
7149,2568,157,9,13,1,6
7154,976,17,9,9,2,7
7153,479,5,7,3,0,6
7155,1152,21,10,12,1,5
7156,2371,40,9,18,0,4
7158,2135,83,19,18,0,6
7159,495,5,7,2,0,1
7160,445,3,6,3,0,8
7164,925,33,5,13,2,3
7165,323,298,26,63,3,7
7162,1607,62,11,15,0,7
7161,1112,56,10,7,1,9
7163,1589,59,14,21,1,5
7168,931,27,8,14,1,4
7166,1401,39,5,17,1,2
7170,6293,265,49,72,6,7
7167,57,17,6,4,0,4
7172,--,112,22,8,0,3
7173,3205,91,10,138,10,37
7178,430557,10617,908,13880,2076,1024
7180,872,45,4,2,0,1
7183,4510,248,37,5,1,5
7176,983,11,11,12,0,1
7177,118,56,16,13,1,1
7184,1504,223,10,16,0,2
7187,1055,143,8,1,3,7
7185,1493,53,5,4,3,4
7182,266,533,40,57,1,1
7189,1218,42,10,7,0,1
7191,3480,53,6,8,2,4
7181,5550,188,8,6,0,6
7192,2518,159,9,2,0,5
7196,58780,677,66,785,30,9
7193,1296,65,9,16,1,2
7195,3265,92,29,1,0,5
7197,6860,98,4,7,0,4
7198,1773,73,11,14,0,4
7200,5774,122,19,18,0,8
7202,15972,797,44,28,0,5
7201,3486,161,21,8,0,4
7204,590,89,24,72,3,7
7114,1806,71,21,1,0,1
7205,91424,1939,401,1853,207,256
7206,1509,63,15,68,5,14
7117,115096,2814,287,1954,177,2085
7208,2563,66,9,16,0,7
7210,4661,100,26,30,4,4
7213,1301,116,19,1,0,0
7216,2297,169,22,3,0,2
7217,133417,4781,153,1019,83,53
7219,1410,12,3,1,0,6
7220,4777,182,21,33,0,4
7222,1880,34,17,17,1,5
7221,1880,113,2,7,0,5
7224,139,18,6,1,0,5
7228,983,49,14,18,1,4
7229,3323,334,11,23,0,3
7230,16420,859,20,133,6,8
7232,--,820,162,487,67,46
7233,15914,147,41,222,22,19
7234,1051,9,8,7,0,2
7238,2045,45,9,6,0,1
7239,46921,2765,37,78,3,4
7240,--,190,37,116,5,12
7241,3454,159,6,4,0,10
7243,237,297,13,10,0,3
7244,10500,864,11,9,14,1
7247,6960,184,12,9,3,1
7248,1305,74,8,4,0,3
7249,24457,181,62,270,21,42
7250,2456,182,16,6,0,2
7254,26207,144,58,459,14,62
7256,925,153,4,2,0,3
7253,17242,1116,42,177,18,3
7258,1204,24,8,2,0,3
7259,4678,63,18,10,0,7
7260,1626,35,5,7,0,4
7261,75,71,12,3,0,4
7264,18004,171,24,102,7,6
7263,1983,76,8,31,2,1
7265,720,624,20,3,1,3
7266,1641,13,14,0,1,7
7269,1481,53,3,2,0,4
7268,2756,216,14,153,7,17
7270,1777,224,11,1,0,6
7271,3294,43,19,0,0,3
7274,1410,33,9,7,1,6
7275,2314,106,11,30,0,6
7278,3009,57,17,55,2,3
7279,1060,42,4,2,0,4
7280,5662,387,28,52,6,9
7281,2823,208,16,12,0,1
7285,13226,855,69,16,0,5
7287,929,22,12,10,1,2
7288,29,59,13,11,1,0
7289,167,9,8,57,2,4
7297,2188,204,13,13,2,8
7298,686,18,11,6,0,3
7299,--,1639,26,184,20,16
7300,7339,197,9,11,0,1
7303,1275,12,8,19,0,6
7302,13177,923,128,383,4,4
7307,921,39,8,8,0,6
